Custid,Dayswus,Age,Edu,Income,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,YearsAsCustomer,logIncome,logLTV,FrequencyScore,RecencyScore,MonetaryScore,RFM
2165,879.0,68.0,17.0,95678.0,30.0,42.0,1467.0,624.0,1.0,43.0,3.0,49.0,4.0,2.0,5.0,15.0,3.0,2.4,11.468743665955953,6.436150368369428,4,3,4,11
2166,793.0,43.0,19.0,60950.0,3.0,19.0,66.0,14.0,26.0,26.0,26.0,32.0,15.0,1.0,27.0,43.0,4.0,2.2,11.017809134909417,2.6390573296152584,1,4,2,7
2167,627.0,23.0,17.0,29530.0,2.0,16.0,40.0,6.0,15.0,39.0,13.0,37.0,1.0,10.0,29.0,58.0,7.0,1.7,10.293161974737968,1.791759469228055,1,4,1,6
2168,1027.0,49.0,19.0,70876.0,17.0,73.0,644.0,124.0,29.0,85.0,2.0,10.0,3.0,0.0,2.0,48.0,7.0,2.8,11.16868715027796,4.820281565605037,3,2,3,8
2169,986.0,53.0,17.0,70044.0,19.0,32.0,775.0,335.0,15.0,90.0,1.0,8.0,1.0,0.0,3.0,67.0,9.0,2.7,11.156878894991792,5.814130531825066,3,3,3,9
2170,742.0,76.0,15.0,123377.0,40.0,84.0,2103.0,812.0,1.0,33.0,1.0,56.0,4.0,7.0,2.0,14.0,2.0,2.0,11.722999987344005,6.699500340161678,4,1,4,9
2171,1162.0,58.0,20.0,81082.0,24.0,89.0,1084.0,203.0,23.0,84.0,0.0,15.0,0.0,0.0,3.0,45.0,8.0,3.2,11.303216267257271,5.313205979041787,3,1,4,8
2172,686.0,70.0,18.0,125745.0,40.0,44.0,2109.0,1138.0,1.0,63.0,5.0,24.0,2.0,6.0,1.0,14.0,2.0,1.9,11.742011325740068,7.037027614686276,4,3,4,11
2173,788.0,20.0,14.0,21486.0,3.0,26.0,21.0,-2.0,70.0,9.0,20.0,28.0,18.0,25.0,40.0,75.0,7.0,2.2,9.975156839226488,0.0,1,4,1,6
2174,1001.0,77.0,19.0,115135.0,25.0,12.0,1152.0,403.0,5.0,80.0,1.0,15.0,3.0,1.0,24.0,51.0,5.0,2.7,11.65386063189172,5.998936561946683,4,4,4,12
2175,1213.0,53.0,17.0,71722.0,15.0,65.0,538.0,67.0,40.0,86.0,2.0,11.0,0.0,1.0,16.0,58.0,7.0,3.3,11.180552813554462,4.204692619390966,3,2,3,8
2176,629.0,39.0,16.0,60037.0,7.0,40.0,184.0,63.0,8.0,39.0,17.0,27.0,8.0,9.0,7.0,45.0,4.0,1.7,11.002716317810147,4.143134726391533,2,3,2,7
2177,1167.0,20.0,14.0,35271.0,5.0,13.0,86.0,-7.0,69.0,22.0,24.0,21.0,26.0,8.0,14.0,60.0,7.0,3.2,10.47081637553585,0.0,2,4,2,8
2178,560.0,54.0,17.0,68568.0,10.0,65.0,306.0,85.0,5.0,44.0,5.0,18.0,18.0,15.0,4.0,41.0,4.0,1.5,11.13558123257872,4.442651256490317,2,2,2,6
2179,1028.0,63.0,18.0,73748.0,25.0,21.0,1143.0,298.0,11.0,69.0,1.0,19.0,4.0,7.0,0.0,17.0,4.0,2.8,11.208409155190282,5.697093486505405,4,4,4,12
2180,693.0,40.0,16.0,64907.0,2.0,75.0,42.0,-1.0,53.0,21.0,14.0,21.0,11.0,32.0,52.0,30.0,3.0,1.9,11.08071075511935,0.0,1,2,1,4
2181,553.0,58.0,17.0,82536.0,16.0,84.0,598.0,140.0,12.0,55.0,3.0,34.0,4.0,4.0,12.0,19.0,2.0,1.5,11.320989840780213,4.941642422609304,3,1,3,7
2182,860.0,34.0,15.0,17680.0,4.0,48.0,41.0,-11.0,88.0,24.0,10.0,43.0,18.0,5.0,18.0,67.0,8.0,2.4,9.780189336191635,0.0,1,3,1,5
2183,878.0,69.0,18.0,88845.0,22.0,21.0,955.0,298.0,2.0,52.0,5.0,27.0,7.0,10.0,1.0,17.0,2.0,2.4,11.394648557379176,5.697093486505405,3,4,3,10
2184,551.0,40.0,16.0,61630.0,2.0,82.0,34.0,-4.0,62.0,60.0,10.0,29.0,0.0,1.0,8.0,55.0,5.0,1.5,11.028904043956288,0.0,1,1,1,3
2185,600.0,58.0,19.0,86372.0,11.0,25.0,338.0,124.0,10.0,72.0,1.0,25.0,0.0,1.0,5.0,48.0,4.0,1.6,11.366418828194723,4.820281565605037,2,4,2,8
2186,765.0,40.0,15.0,42988.0,3.0,39.0,36.0,-6.0,71.0,32.0,12.0,35.0,10.0,10.0,34.0,55.0,6.0,2.1,10.668676285961045,0.0,1,3,1,5
2187,1183.0,61.0,19.0,89476.0,27.0,8.0,1281.0,524.0,4.0,82.0,0.0,16.0,1.0,0.0,6.0,40.0,5.0,3.2,11.401725711878003,6.261491684321042,4,4,4,12
2188,816.0,45.0,17.0,64523.0,7.0,21.0,187.0,23.0,35.0,80.0,1.0,16.0,1.0,2.0,18.0,43.0,5.0,2.2,11.07477702836835,3.1354942159291497,2,4,2,8
2189,829.0,73.0,18.0,113663.0,26.0,48.0,1205.0,420.0,6.0,79.0,2.0,12.0,0.0,7.0,10.0,44.0,5.0,2.3,11.640993209012725,6.040254711277414,4,3,4,11
2190,848.0,28.0,18.0,26013.0,2.0,63.0,25.0,-4.0,79.0,38.0,3.0,31.0,10.0,17.0,31.0,63.0,7.0,2.3,10.16635169204527,0.0,1,2,1,4
2191,891.0,53.0,20.0,72738.0,14.0,60.0,490.0,104.0,21.0,83.0,1.0,15.0,1.0,0.0,3.0,48.0,6.0,2.4,11.194619222974639,4.6443908991413725,3,2,3,8
2192,1030.0,50.0,20.0,79370.0,29.0,76.0,1410.0,440.0,8.0,97.0,0.0,3.0,0.0,0.0,1.0,40.0,7.0,2.8,11.281875742084921,6.0867747269123065,4,2,4,10
2193,1097.0,65.0,19.0,97358.0,34.0,22.0,1723.0,612.0,1.0,49.0,8.0,38.0,2.0,3.0,2.0,17.0,3.0,3.0,11.486150185133239,6.416732282512326,4,4,4,12
2194,1231.0,62.0,15.0,78211.0,26.0,22.0,1205.0,467.0,16.0,28.0,8.0,43.0,12.0,9.0,10.0,21.0,4.0,3.4,11.26716558160265,6.1463292576688975,4,4,4,12
2195,1152.0,67.0,17.0,88920.0,32.0,12.0,1595.0,596.0,1.0,23.0,10.0,51.0,10.0,5.0,6.0,10.0,1.0,3.2,11.395492368078132,6.39024066706535,4,4,4,12
2196,1219.0,50.0,18.0,79829.0,18.0,43.0,716.0,7.0,49.0,86.0,1.0,9.0,2.0,2.0,8.0,56.0,8.0,3.3,11.28764212594232,1.9459101490553132,3,3,3,9
2197,1018.0,40.0,15.0,72216.0,2.0,31.0,32.0,0.0,49.0,18.0,20.0,32.0,13.0,17.0,32.0,48.0,4.0,2.8,11.18741690697799,0.0,1,3,1,5
2198,1239.0,36.0,20.0,46467.0,19.0,9.0,776.0,240.0,13.0,75.0,1.0,22.0,1.0,1.0,3.0,48.0,9.0,3.4,10.746497662215868,5.480638923341991,3,4,3,10
2199,587.0,59.0,19.0,78786.0,10.0,87.0,298.0,99.0,5.0,66.0,4.0,27.0,2.0,2.0,2.0,28.0,2.0,1.6,11.27449059508706,4.59511985013459,2,1,2,5
2200,952.0,70.0,16.0,93702.0,31.0,20.0,1534.0,678.0,4.0,30.0,1.0,36.0,25.0,8.0,4.0,20.0,4.0,2.6,11.4478748127159,6.519147287940395,4,4,4,12
2201,831.0,57.0,20.0,81282.0,14.0,45.0,488.0,214.0,8.0,60.0,0.0,24.0,12.0,4.0,5.0,39.0,4.0,2.3,11.305679868808792,5.365976015021851,3,3,3,9
2202,1016.0,51.0,19.0,79276.0,24.0,87.0,1091.0,393.0,12.0,80.0,4.0,15.0,1.0,0.0,5.0,68.0,9.0,2.8,11.280690713644239,5.973809611869261,3,1,4,8
2203,1103.0,19.0,13.0,23704.0,5.0,58.0,79.0,-11.0,83.0,5.0,30.0,37.0,2.0,26.0,20.0,56.0,8.0,3.0,10.073399089253401,0.0,2,2,2,6
2204,771.0,74.0,17.0,94793.0,18.0,75.0,705.0,358.0,5.0,39.0,14.0,32.0,7.0,9.0,2.0,21.0,3.0,2.1,11.459450845854384,5.8805329864007,3,2,3,8
2205,1171.0,44.0,16.0,67014.0,16.0,49.0,588.0,-33.0,57.0,59.0,2.0,32.0,3.0,4.0,6.0,54.0,8.0,3.2,11.11265683176888,0.0,3,3,3,9
2206,1154.0,31.0,18.0,41980.0,7.0,95.0,183.0,70.0,15.0,40.0,9.0,33.0,0.0,17.0,57.0,34.0,4.0,3.2,10.644948593374624,4.248495242049359,2,1,2,5
2207,614.0,35.0,19.0,52253.0,5.0,91.0,118.0,11.0,40.0,58.0,7.0,16.0,12.0,7.0,11.0,45.0,5.0,1.7,10.863852584446748,2.3978952727983707,2,1,2,5
2208,702.0,22.0,15.0,22863.0,5.0,80.0,52.0,-11.0,87.0,19.0,18.0,23.0,20.0,20.0,31.0,64.0,8.0,1.9,10.037275162334227,0.0,2,1,1,4
2209,634.0,43.0,17.0,63141.0,5.0,8.0,118.0,-6.0,56.0,54.0,4.0,31.0,3.0,8.0,8.0,46.0,5.0,1.7,11.05312559980728,0.0,2,4,2,8
2210,714.0,72.0,18.0,99647.0,32.0,31.0,1602.0,842.0,1.0,58.0,2.0,35.0,4.0,1.0,2.0,20.0,4.0,2.0,11.509389219818974,6.7357800142423265,4,3,4,11
2211,604.0,43.0,15.0,54728.0,4.0,86.0,58.0,2.0,47.0,20.0,18.0,35.0,15.0,12.0,5.0,36.0,4.0,1.7,10.910130740440835,0.6931471805599453,1,1,1,3
2212,1108.0,33.0,17.0,38358.0,7.0,76.0,188.0,9.0,42.0,22.0,3.0,69.0,4.0,2.0,2.0,61.0,9.0,3.0,10.554718389994783,2.1972245773362196,2,2,2,6
2213,1147.0,30.0,14.0,55544.0,2.0,30.0,41.0,-11.0,75.0,20.0,11.0,30.0,29.0,10.0,72.0,33.0,4.0,3.1,10.92493077843311,0.0,1,3,1,5
2214,552.0,60.0,15.0,81976.0,9.0,39.0,255.0,86.0,2.0,19.0,23.0,27.0,5.0,26.0,17.0,31.0,2.0,1.5,11.314181800479554,4.454347296253507,2,3,2,7
2215,992.0,25.0,18.0,34382.0,2.0,8.0,29.0,-1.0,59.0,39.0,13.0,43.0,2.0,3.0,3.0,64.0,7.0,2.7,10.445288450601439,0.0,1,4,1,6
2216,1202.0,70.0,14.0,119429.0,41.0,44.0,2166.0,1098.0,1.0,28.0,11.0,45.0,7.0,9.0,3.0,17.0,4.0,3.3,11.690477331521834,7.001245622069476,4,3,4,11
2217,635.0,43.0,19.0,44806.0,3.0,36.0,55.0,-8.0,71.0,88.0,2.0,9.0,0.0,1.0,14.0,63.0,8.0,1.7,10.710097338006875,0.0,1,3,1,5
2218,1202.0,39.0,18.0,51724.0,6.0,62.0,153.0,-27.0,66.0,60.0,1.0,36.0,1.0,2.0,9.0,45.0,7.0,3.3,10.853677169415743,0.0,2,2,2,6
2219,803.0,23.0,16.0,25582.0,5.0,76.0,63.0,-1.0,52.0,7.0,29.0,31.0,3.0,30.0,76.0,63.0,6.0,2.2,10.149644258159338,0.0,2,2,1,5
2220,652.0,63.0,14.0,117591.0,29.0,19.0,1406.0,720.0,3.0,49.0,1.0,22.0,11.0,17.0,27.0,37.0,5.0,1.8,11.674967780905803,6.579251212010101,4,4,4,12
2221,961.0,40.0,19.0,47438.0,2.0,37.0,37.0,-2.0,57.0,83.0,1.0,16.0,0.0,0.0,34.0,55.0,7.0,2.6,10.767178874266891,0.0,1,3,1,5
2222,1021.0,18.0,12.0,22768.0,1.0,92.0,14.0,2.0,17.0,2.0,30.0,22.0,24.0,22.0,60.0,60.0,7.0,2.8,10.033111320329633,0.6931471805599453,1,1,1,3
2223,1021.0,59.0,15.0,89115.0,21.0,2.0,902.0,304.0,2.0,40.0,1.0,20.0,22.0,17.0,4.0,20.0,2.0,2.8,11.397682949457952,5.717027701406222,3,4,3,10
2224,861.0,32.0,15.0,36260.0,4.0,46.0,58.0,-6.0,65.0,29.0,23.0,20.0,9.0,19.0,6.0,45.0,6.0,2.4,10.498470484308841,0.0,1,3,1,5
2225,898.0,20.0,14.0,29365.0,3.0,88.0,65.0,2.0,45.0,11.0,17.0,32.0,13.0,26.0,14.0,56.0,8.0,2.5,10.28755876795662,0.6931471805599453,1,1,2,4
2226,1124.0,46.0,16.0,62888.0,6.0,6.0,147.0,-31.0,81.0,44.0,9.0,33.0,7.0,7.0,22.0,38.0,4.0,3.1,11.049110645473592,0.0,2,4,2,8
2227,872.0,53.0,18.0,72247.0,14.0,91.0,496.0,90.0,20.0,85.0,0.0,13.0,1.0,1.0,1.0,61.0,7.0,2.4,11.187846082621247,4.499809670330265,3,1,3,7
2228,970.0,74.0,20.0,106995.0,39.0,17.0,2045.0,793.0,1.0,48.0,2.0,45.0,0.0,4.0,6.0,17.0,4.0,2.7,11.580537383380248,6.675823221634848,4,4,4,12
2229,928.0,36.0,17.0,40392.0,1.0,513.0,14.0,-7.0,93.0,61.0,1.0,29.0,4.0,5.0,14.0,39.0,4.0,2.5,10.606387024538751,0.0,1,1,1,3
2230,1001.0,44.0,17.0,56091.0,6.0,95.0,149.0,-38.0,88.0,57.0,1.0,40.0,1.0,1.0,4.0,55.0,8.0,2.7,10.934730650833384,0.0,2,1,2,5
2231,988.0,60.0,16.0,86419.0,16.0,7.0,605.0,162.0,9.0,66.0,2.0,28.0,3.0,1.0,19.0,33.0,3.0,2.7,11.366962838023465,5.087596335232384,3,4,3,10
2232,683.0,71.0,17.0,103740.0,21.0,40.0,894.0,223.0,22.0,77.0,2.0,13.0,4.0,4.0,6.0,46.0,6.0,1.9,11.549643047905391,5.407171771460119,3,3,3,9
2233,977.0,60.0,16.0,98071.0,24.0,1.0,1089.0,312.0,9.0,60.0,4.0,30.0,2.0,3.0,2.0,16.0,2.0,2.7,11.493446985132584,5.7430031878094825,3,4,4,11
2234,609.0,64.0,14.0,85048.0,14.0,24.0,490.0,163.0,20.0,41.0,17.0,19.0,12.0,10.0,48.0,46.0,5.0,1.7,11.35097108196844,5.093750200806762,3,4,3,10
2235,1119.0,44.0,17.0,50933.0,1.0,419.0,18.0,-6.0,89.0,69.0,2.0,26.0,2.0,1.0,6.0,57.0,7.0,3.1,10.838266322522415,0.0,1,1,1,3
2236,984.0,18.0,12.0,21416.0,4.0,30.0,37.0,-5.0,75.0,2.0,4.0,14.0,25.0,55.0,31.0,46.0,5.0,2.7,9.971893585200188,0.0,1,3,1,5
2237,760.0,43.0,18.0,60076.0,3.0,80.0,47.0,7.0,29.0,79.0,0.0,16.0,5.0,0.0,8.0,53.0,5.0,2.1,11.003365706325472,1.9459101490553132,1,1,1,3
2238,788.0,74.0,18.0,104271.0,32.0,84.0,1606.0,712.0,2.0,78.0,0.0,19.0,2.0,1.0,7.0,16.0,2.0,2.2,11.554748558223888,6.568077911411976,4,1,4,9
2239,814.0,45.0,17.0,67958.0,19.0,85.0,768.0,63.0,42.0,88.0,3.0,8.0,1.0,0.0,2.0,56.0,8.0,2.2,11.126645146276898,4.143134726391533,3,1,3,7
2240,726.0,40.0,20.0,78444.0,12.0,84.0,393.0,148.0,16.0,81.0,0.0,17.0,1.0,1.0,7.0,49.0,5.0,2.0,11.27014027340073,4.997212273764115,2,1,3,6
2241,741.0,56.0,17.0,80739.0,13.0,59.0,432.0,107.0,24.0,56.0,4.0,32.0,5.0,3.0,4.0,46.0,5.0,2.0,11.298977008895504,4.672828834461906,3,2,3,8
2242,866.0,54.0,19.0,84938.0,18.0,78.0,704.0,230.0,10.0,95.0,0.0,4.0,0.0,1.0,4.0,56.0,6.0,2.4,11.349676857557556,5.438079308923196,3,2,3,8
2243,735.0,66.0,16.0,117132.0,42.0,8.0,2231.0,1161.0,0.0,74.0,3.0,22.0,0.0,1.0,2.0,14.0,2.0,2.0,11.671056782962966,7.057036981697891,4,4,4,12
2244,885.0,78.0,17.0,121122.0,44.0,57.0,2347.0,1051.0,1.0,33.0,3.0,50.0,6.0,8.0,4.0,9.0,1.0,2.4,11.704553581084483,6.957497370876951,4,2,4,10
2245,883.0,40.0,17.0,65336.0,7.0,79.0,184.0,-4.0,53.0,44.0,4.0,43.0,7.0,2.0,41.0,49.0,6.0,2.4,11.087298465038112,0.0,2,1,2,5
2246,942.0,25.0,14.0,27283.0,4.0,51.0,92.0,3.0,45.0,48.0,15.0,19.0,0.0,18.0,11.0,60.0,8.0,2.6,10.214019076585554,1.0986122886681098,1,3,2,6
2247,1032.0,48.0,20.0,57490.0,9.0,43.0,262.0,10.0,46.0,80.0,0.0,19.0,0.0,0.0,1.0,38.0,5.0,2.8,10.959366298617336,2.302585092994046,2,3,2,7
2248,809.0,30.0,16.0,42616.0,1.0,532.0,19.0,2.0,33.0,34.0,25.0,25.0,8.0,7.0,19.0,57.0,7.0,2.2,10.659985048596836,0.6931471805599453,1,1,1,3
2249,692.0,29.0,16.0,35349.0,4.0,6.0,34.0,-5.0,71.0,23.0,13.0,40.0,11.0,13.0,39.0,67.0,6.0,1.9,10.47302538238145,0.0,1,4,1,6
2250,1108.0,36.0,16.0,52736.0,11.0,54.0,344.0,-30.0,63.0,48.0,1.0,43.0,1.0,7.0,12.0,56.0,8.0,3.0,10.873053613269144,0.0,2,2,2,6
2251,743.0,49.0,16.0,72819.0,9.0,89.0,255.0,42.0,25.0,69.0,1.0,21.0,3.0,6.0,19.0,65.0,7.0,2.0,11.195732189144058,3.7376696182833684,2,1,2,5
2252,1167.0,26.0,16.0,23806.0,4.0,39.0,49.0,-9.0,78.0,55.0,10.0,29.0,4.0,1.0,11.0,65.0,8.0,3.2,10.077692928727824,0.0,1,3,1,5
2253,1166.0,60.0,19.0,78836.0,11.0,43.0,342.0,62.0,20.0,64.0,0.0,26.0,9.0,1.0,7.0,29.0,2.0,3.2,11.275125024312384,4.127134385045092,2,3,2,7
2254,663.0,78.0,14.0,136192.0,42.0,26.0,2231.0,878.0,0.0,37.0,15.0,36.0,4.0,8.0,5.0,13.0,2.0,1.8,11.821820933821208,6.777646593635117,4,4,4,12
2255,802.0,46.0,18.0,63744.0,6.0,30.0,154.0,21.0,39.0,80.0,1.0,17.0,1.0,0.0,47.0,55.0,7.0,2.2,11.06263034094427,3.044522437723423,2,3,2,7
2256,747.0,76.0,17.0,133116.0,41.0,34.0,2165.0,808.0,1.0,50.0,2.0,28.0,12.0,8.0,16.0,12.0,1.0,2.0,11.79897620752666,6.694562058521095,4,3,4,11
2257,1234.0,70.0,17.0,110869.0,46.0,23.0,2471.0,865.0,1.0,77.0,2.0,19.0,2.0,1.0,4.0,12.0,4.0,3.4,11.616104603153248,6.762729506931879,4,4,4,12
2258,1173.0,36.0,16.0,47819.0,9.0,13.0,263.0,-60.0,75.0,46.0,10.0,37.0,0.0,7.0,34.0,53.0,9.0,3.2,10.775178329041257,0.0,2,4,2,8
2259,694.0,76.0,16.0,115991.0,27.0,55.0,1282.0,615.0,1.0,36.0,14.0,32.0,6.0,13.0,3.0,20.0,3.0,1.9,11.66126788087164,6.421622267806518,4,2,4,10
2260,806.0,31.0,14.0,40024.0,2.0,81.0,25.0,-3.0,68.0,16.0,11.0,34.0,15.0,24.0,22.0,54.0,5.0,2.2,10.597234553168041,0.0,1,1,1,3
2261,1097.0,74.0,17.0,88158.0,29.0,16.0,1411.0,531.0,3.0,43.0,6.0,35.0,7.0,9.0,9.0,13.0,2.0,3.0,11.386885938104001,6.274762021241939,4,4,4,12
2262,1030.0,48.0,16.0,64399.0,5.0,72.0,118.0,15.0,39.0,83.0,1.0,14.0,1.0,1.0,24.0,45.0,5.0,2.8,11.072853384021574,2.70805020110221,2,2,2,6
2263,783.0,53.0,18.0,75679.0,2.0,93.0,42.0,-8.0,69.0,77.0,1.0,20.0,1.0,1.0,2.0,52.0,5.0,2.1,11.234255990107805,0.0,1,1,1,3
2264,1004.0,55.0,15.0,80631.0,22.0,25.0,949.0,126.0,34.0,28.0,21.0,32.0,19.0,1.0,18.0,44.0,7.0,2.8,11.297638469933798,4.836281906951478,3,4,3,10
2265,743.0,47.0,20.0,75183.0,20.0,27.0,828.0,248.0,13.0,99.0,0.0,1.0,0.0,0.0,1.0,43.0,6.0,2.0,11.227680420551865,5.5134287461649825,3,3,3,9
2266,851.0,40.0,15.0,59652.0,5.0,33.0,87.0,-18.0,74.0,74.0,3.0,16.0,4.0,3.0,22.0,62.0,8.0,2.3,10.996282955882673,0.0,2,3,2,7
2267,941.0,78.0,14.0,99811.0,30.0,63.0,1464.0,464.0,2.0,39.0,5.0,42.0,7.0,7.0,5.0,20.0,3.0,2.6,11.51103367666661,6.139884552226255,4,2,4,10
2268,724.0,36.0,18.0,55802.0,3.0,47.0,44.0,-17.0,85.0,70.0,2.0,25.0,1.0,2.0,20.0,59.0,5.0,2.0,10.929564990020989,0.0,1,3,1,5
2269,1037.0,33.0,15.0,32356.0,1.0,430.0,15.0,0.0,48.0,31.0,6.0,49.0,8.0,5.0,60.0,56.0,7.0,2.8,10.384554754137843,0.0,1,1,1,3
2270,1125.0,55.0,16.0,79672.0,11.0,96.0,340.0,58.0,28.0,34.0,8.0,13.0,1.0,43.0,41.0,42.0,5.0,3.1,11.285673485611476,4.060443010546419,2,1,2,5
2271,972.0,35.0,18.0,36908.0,2.0,47.0,25.0,2.0,42.0,84.0,1.0,13.0,1.0,1.0,2.0,41.0,4.0,2.7,10.516183608698446,0.6931471805599453,1,3,1,5
2272,983.0,77.0,18.0,102232.0,33.0,93.0,1660.0,977.0,1.0,29.0,16.0,44.0,10.0,0.0,5.0,13.0,2.0,2.7,11.535000019288539,6.884486652042782,4,1,4,9
2273,582.0,51.0,17.0,84127.0,7.0,14.0,186.0,77.0,7.0,61.0,6.0,23.0,3.0,7.0,8.0,54.0,3.0,1.6,11.340082840810044,4.343805421853684,2,4,2,8
2274,563.0,34.0,16.0,59095.0,4.0,30.0,91.0,-3.0,56.0,51.0,0.0,45.0,3.0,1.0,4.0,75.0,8.0,1.5,10.98690159744634,0.0,1,3,2,6
2275,940.0,69.0,14.0,82315.0,18.0,91.0,716.0,266.0,4.0,22.0,10.0,25.0,25.0,18.0,4.0,28.0,4.0,2.6,11.318308630082122,5.583496308781699,3,1,3,7
2276,1134.0,19.0,13.0,31601.0,5.0,36.0,74.0,-2.0,58.0,9.0,8.0,35.0,37.0,11.0,20.0,58.0,8.0,3.1,10.360944044643913,0.0,2,3,2,7
2277,642.0,38.0,17.0,45146.0,4.0,89.0,74.0,5.0,44.0,29.0,10.0,42.0,7.0,12.0,13.0,44.0,6.0,1.8,10.717656961343524,1.6094379124341003,1,1,2,4
2278,778.0,72.0,15.0,98522.0,30.0,40.0,1466.0,522.0,2.0,48.0,7.0,41.0,0.0,4.0,3.0,11.0,1.0,2.1,11.498035152475033,6.257667587882639,4,3,4,11
2279,1176.0,19.0,13.0,41567.0,2.0,90.0,38.0,-4.0,70.0,6.0,26.0,27.0,41.0,0.0,16.0,63.0,8.0,3.2,10.635061862214055,0.0,1,1,1,3
2280,988.0,22.0,16.0,28256.0,5.0,54.0,84.0,2.0,45.0,7.0,22.0,26.0,19.0,26.0,25.0,77.0,9.0,2.7,10.249061103403687,0.6931471805599453,2,2,2,6
2281,1055.0,65.0,16.0,114244.0,33.0,75.0,1664.0,931.0,2.0,61.0,4.0,18.0,5.0,12.0,15.0,33.0,5.0,2.9,11.646091790966038,6.836259277277067,4,2,4,10
2282,834.0,60.0,16.0,75918.0,14.0,19.0,493.0,111.0,14.0,52.0,7.0,21.0,14.0,6.0,10.0,24.0,3.0,2.3,11.23740908941732,4.709530201312334,3,4,3,10
2283,1029.0,52.0,18.0,76989.0,14.0,72.0,485.0,211.0,7.0,57.0,7.0,29.0,1.0,6.0,6.0,47.0,6.0,2.8,11.25141783348791,5.351858133476067,3,2,3,8
2284,827.0,54.0,16.0,68612.0,9.0,13.0,257.0,23.0,37.0,76.0,3.0,19.0,1.0,1.0,3.0,58.0,7.0,2.3,11.136222725529716,3.1354942159291497,2,4,2,8
2285,1175.0,21.0,15.0,32115.0,10.0,69.0,295.0,2.0,49.0,57.0,2.0,29.0,4.0,8.0,18.0,35.0,7.0,3.2,10.377078489691893,0.6931471805599453,2,2,2,6
2286,1219.0,61.0,16.0,109956.0,31.0,57.0,1542.0,463.0,5.0,33.0,31.0,22.0,7.0,7.0,8.0,24.0,3.0,3.3,11.607835564753213,6.137727054086234,4,2,4,10
2287,607.0,29.0,20.0,55137.0,4.0,75.0,56.0,-18.0,82.0,71.0,3.0,21.0,1.0,4.0,23.0,44.0,4.0,1.7,10.917576276133584,0.0,1,2,1,4
2288,727.0,64.0,17.0,81255.0,20.0,86.0,831.0,0.0,50.0,66.0,5.0,21.0,4.0,4.0,2.0,40.0,7.0,2.0,11.305347636760109,0.0,3,1,3,7
2289,1227.0,37.0,18.0,59736.0,23.0,71.0,1028.0,413.0,8.0,83.0,1.0,14.0,1.0,1.0,2.0,40.0,8.0,3.4,10.997690132715537,6.023447592961033,3,2,3,8
2290,1115.0,29.0,17.0,37449.0,4.0,77.0,91.0,-26.0,79.0,59.0,9.0,19.0,12.0,1.0,24.0,47.0,7.0,3.1,10.53073528631916,0.0,1,2,2,5
2291,795.0,25.0,17.0,48121.0,2.0,54.0,41.0,1.0,48.0,55.0,3.0,37.0,4.0,1.0,36.0,50.0,6.0,2.2,10.781473951252568,0.0,1,2,1,4
2292,1248.0,56.0,19.0,78467.0,15.0,40.0,548.0,261.0,12.0,46.0,4.0,39.0,8.0,3.0,3.0,36.0,5.0,3.4,11.27043343321954,5.564520407322694,3,3,3,9
2293,623.0,78.0,20.0,113023.0,31.0,6.0,1537.0,565.0,1.0,55.0,1.0,38.0,4.0,2.0,2.0,9.0,1.0,1.7,11.635346616806068,6.336825731146441,4,4,4,12
2294,1060.0,64.0,17.0,94710.0,31.0,63.0,1528.0,380.0,11.0,65.0,7.0,25.0,2.0,1.0,5.0,31.0,6.0,2.9,11.458574870220147,5.940171252720432,4,2,4,10
2295,909.0,28.0,15.0,48865.0,11.0,75.0,341.0,17.0,42.0,50.0,4.0,35.0,2.0,9.0,29.0,69.0,9.0,2.5,10.796816672772936,2.833213344056216,2,2,2,6
2296,947.0,40.0,19.0,71270.0,13.0,54.0,442.0,28.0,44.0,90.0,0.0,9.0,1.0,0.0,17.0,56.0,8.0,2.6,11.174230760495917,3.332204510175204,3,2,3,8
2297,1127.0,26.0,16.0,41490.0,2.0,94.0,41.0,2.0,44.0,21.0,8.0,43.0,10.0,18.0,10.0,68.0,8.0,3.1,10.633207713326913,0.6931471805599453,1,1,1,3
2298,693.0,52.0,19.0,83381.0,8.0,1.0,219.0,37.0,26.0,88.0,1.0,10.0,1.0,0.0,4.0,51.0,5.0,1.9,11.33117574464663,3.6109179126442243,2,4,2,8
2299,799.0,67.0,15.0,93733.0,21.0,85.0,899.0,253.0,4.0,27.0,9.0,30.0,13.0,21.0,10.0,50.0,6.0,2.2,11.448205594056446,5.53338948872752,3,1,3,7
2300,755.0,66.0,15.0,100313.0,30.0,82.0,1467.0,673.0,1.0,47.0,7.0,27.0,10.0,9.0,6.0,13.0,2.0,2.1,11.516050576717726,6.511745329644728,4,1,4,9
2301,581.0,60.0,19.0,101881.0,25.0,69.0,1140.0,323.0,4.0,83.0,1.0,12.0,1.0,3.0,4.0,38.0,5.0,1.6,11.531560744514401,5.777652323222656,4,2,4,10
2302,1089.0,68.0,16.0,106040.0,30.0,87.0,1464.0,460.0,3.0,19.0,39.0,24.0,4.0,14.0,19.0,10.0,1.0,3.0,11.571571660402961,6.131226489483141,4,1,4,9
